id,phy,clas,ord,fam,gen,tx,txa
2182,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,Dysponetus joeli,Dysponetus joeli
2183,Arthropoda,Insecta,Coleoptera,Dytiscidae,,Dytiscidae,Dytiscidae
2184,Mollusca,Gastropoda,,Murchisonellidae,Ebala,Ebala,Ebala
2185,Mollusca,Gastropoda,,Murchisonellidae,Ebala,Ebala nitidissima,Ebala nitidissima
2186,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Ebalia,Ebalia,Ebalia
2191,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Ebalia,Ebaliasp,Ebalia
2187,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Ebalia,Ebalia cranchii,Ebalia cranchii
2188,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Ebalia,Ebalia deshayesi,Ebalia deshayesi
2189,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Ebalia,Ebalia granulosa,Ebalia granulosa
2190,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Ebalia,Ebalia nux,Ebalia nux
2192,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Ebalia,Ebalia tuberosa,Ebalia tuberosa
2193,Arthropoda,Malacostraca,Decapoda,Leucosiidae,Ebalia,Ebalia tumefacta,Ebalia tumefacta
2194,Chordata,Actinopterygii,Perciformes,Trachinidae,Echiichthys,Echiichthys vipera,Echiichthys vipera
2195,Echinodermata,Echinoidea,Camarodonta,Echinidae,,Echinidae,Echinidae
2198,Echinodermata,Echinoidea,Spatangoida,Loveniidae,Echinocardium,Echinocardium,Echinocardium
2200,Echinodermata,Echinoidea,Spatangoida,Loveniidae,Echinocardium,Echinocardium ECHINOCARDIUM,Echinocardium
2199,Echinodermata,Echinoidea,Spatangoida,Loveniidae,Echinocardium,Echinocardium cordatum,Echinocardium cordatum
2201,Echinodermata,Echinoidea,Spatangoida,Loveniidae,Echinocardium,Echinocardium flavescens,Echinocardium flavescens
2202,Echinodermata,Echinoidea,Spatangoida,Loveniidae,Echinocardium,Echinocardium mediterraneum,Echinocardium mediterraneum
2203,Echinodermata,Echinoidea,Spatangoida,Loveniidae,Echinocardium,Echinocardium mortenseni,Echinocardium mortenseni
2204,Echinodermata,Echinoidea,Spatangoida,Loveniidae,Echinocardium,Echinocardium pennatifidum,Echinocardium pennatifidum
2205,Echinodermata,Holothuroidea,Dendrochirotida,Ypsilothuriidae,Echinocucumis,Echinocucumis hispida,Echinocucumis hispida
2206,Echinodermata,Echinoidea,Clypeasteroida,Echinocyamidae,Echinocyamus,Echinocyamus,Echinocyamus
2207,Echinodermata,Echinoidea,Clypeasteroida,Echinocyamidae,Echinocyamus,Echinocyamus pusillus,Echinocyamus pusillus
2208,Arthropoda,Ostracoda,Podocopida,Trachyleberididae,Echinocythereis,Echinocythereis echinata,Echinocythereis echinata
2209,Echinodermata,,,,,Echinodermata,Echinodermata
2210,Echinodermata,,,,,ECHINODERMATA,Echinodermata
2211,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,Echinogammarus,Echinogammarus
2783,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,Gammarus finmarchicus,Echinogammarus finmarchicus
2212,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,Echinogammarus incertae sedis planicrurus,Echinogammarus incertae sedis planicrurus
2213,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,Echinogammarus marinus,Echinogammarus marinus
2214,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,Echinogammarus obtusatus,Echinogammarus obtusatus
1446,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,Chaetogammarus pirloti,Echinogammarus pirloti
2215,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,Echinogammarus stoerensis,Echinogammarus stoerensis
2216,Echinodermata,Echinoidea,Echinoida,,,Echinoida,Echinoida
2217,Echinodermata,Echinoidea,Echinoida,,,ECHINOIDA,Echinoida
2218,Echinodermata,Echinoidea,,,,Echinoidea,Echinoidea
2219,Echinodermata,Echinoidea,,,,ECHINOIDEA,Echinoidea
2220,Echinodermata,Echinoidea,,,,Echinoideas,Echinoidea
3451,Echinodermata,Echinoidea,,,,Irregularia,Echinoidea
2221,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,Echinopleura,Echinopleura aculeata,Echinopleura aculeata
2222,Arthropoda,Hexanauplia,Harpacticoida,Ancorabolidae,Echinopsyllus,Echinopsyllus normani,Echinopsyllus normani
2223,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Echinozone,Echinozone,Echinozone
2224,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Echinozone,Echinozone arctica,Echinozone arctica
2225,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Echinozone,Echinozone coronata,Echinozone coronata
2226,Echinodermata,Echinoidea,Camarodonta,Echinidae,Echinus,Echinus,Echinus
2228,Echinodermata,Echinoidea,Camarodonta,Echinidae,Echinus,Echinus esculentus,Echinus esculentus
2233,Annelida,Polychaeta,Echiuroidea,Echiuridae,,Echiuridae,Echiuridae
2232,Annelida,Polychaeta,Echiuroidea,,,Echiurida,Echiuroidea
2234,Annelida,Polychaeta,Echiuroidea,Echiuridae,Echiurus,Echiurus echiurus,Echiurus echiurus
2235,Annelida,Polychaeta,Terebellida,Ampharetidae,Eclysippe,Eclysippe eliasoni,Eclysippe eliasoni
2236,Annelida,Polychaeta,Terebellida,Ampharetidae,Eclysippe,Eclysippe vanelli,Eclysippe vanelli
2237,Annelida,Polychaeta,Terebellida,Ampharetidae,Eclysippe,Eclysippe vanellii,Eclysippe vanelli
6224,Annelida,Polychaeta,Terebellida,Ampharetidae,Eclysippe,Pterolysippe vanelli,Eclysippe vanelli
2238,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Ecrobia,Ecrobia truncata,Ecrobia truncata
2239,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Ecrobia,Ecrobia ventrosa,Ecrobia ventrosa
2240,Arthropoda,Hexanauplia,Harpacticoida,Ectinosomatidae,Ectinosoma,Ectinosoma,Ectinosoma
2241,Arthropoda,Hexanauplia,Harpacticoida,Ectinosomatidae,Ectinosoma,Ectinosoma dentatum,Ectinosoma dentatum
2242,Arthropoda,Hexanauplia,Harpacticoida,Ectinosomatidae,Ectinosoma,Ectinosoma melaniceps,Ectinosoma melaniceps
2243,Arthropoda,Hexanauplia,Harpacticoida,Ectinosomatidae,Ectinosoma,Ectinosoma normani,Ectinosoma normani
2244,Arthropoda,Hexanauplia,Harpacticoida,Ectinosomatidae,Ectinosoma,Ectinosoma tenuipes,Ectinosoma tenuipes
2245,Ochrophyta,Phaeophyceae,Ectocarpales,Ectocarpaceae,,Ectocarpaceae,Ectocarpaceae
2246,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Ectopleura,Ectopleura dumortieri,Ectopleura dumortierii
2247,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Ectopleura,Ectopleura larynx,Ectopleura larynx
7429,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Ectopleura,Tubularia bellis,Ectopleura larynx
7431,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Ectopleura,Tubularia larynx,Ectopleura larynx
2248,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Edwardsia,Edwardsia,Edwardsia
2253,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Edwardsia,Edwardsiasp,Edwardsia
2249,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Edwardsia,Edwardsia claparedii,Edwardsia claparedii
2250,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Edwardsia,Edwardsia claperedii,Edwardsia claparedii
2251,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Edwardsia,Edwardsia danica,Edwardsia danica
2252,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Edwardsia,Edwardsia longicornis,Edwardsia longicornis
2254,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Edwardsia,Edwardsia tuberculata,Edwardsia tuberculata
2255,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Edwardsiella,Edwardsiella carnea,Edwardsiella carnea
2256,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,,Edwardsiidae,Edwardsiidae
2257,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,,Edwardsiidaes,Edwardsiidae
2258,Annelida,Polychaeta,Phyllodocida,Syllidae,Ehlersia,Ehlersia,Ehlersia
2262,Arthropoda,Insecta,Diptera,Chironomidae,Einfeldia,Einfeldia,Einfeldia
2263,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Einhornia,Einhornia crustulenta,Einhornia crustulenta
2271,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Einhornia,Electra crustulenta,Einhornia crustulenta
2264,Arthropoda,Malacostraca,Cumacea,Diastylidae,Ekleptostylis,Ekleptostylis walkeri,Ekleptostylis walkeri
2265,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Ekmania,Ekmania,Ekmania
2266,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Ekmania,Ekmania barthii,Ekmania barthii
2267,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Elachista,Elachista fucicola,Elachista fucicola
2268,Arthropoda,Malacostraca,Amphipoda,Maeridae,Elasmopus,Elasmopus brasiliensis,Elasmopus brasiliensis
2269,Arthropoda,Malacostraca,Amphipoda,Maeridae,Elasmopus,Elasmopus rapax,Elasmopus rapax
2270,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra,Electra,Electra
2272,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra,Electra monastachys,Electra monostachys
2273,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra,Electra monostachys,Electra monostachys
2274,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra,Electra pilosa,Electra pilosa
2275,Mollusca,Solenogastres,Cavibelonia,Pruvotinidae,Eleutheromenia,Eleutheromenia sierra,Eleutheromenia sierra
2279,Foraminifera,Globothalamea,Rotaliida,Elphidiidae,Elphidium,Elphidium,Elphidium
2280,Foraminifera,Globothalamea,Rotaliida,Elphidiidae,Elphidium,Elphidium crispum,Elphidium crispum
2281,Mollusca,Gastropoda,,Plakobranchidae,Elysia,Elysia viridis,Elysia viridis
2282,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Emarginula,Emarginula,Emarginula
2283,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Emarginula,Emarginula conica,Emarginula fissura
2284,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Emarginula,Emarginula fissura,Emarginula fissura
2285,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Emarginula,Emarginula rosea,Emarginula rosea
2286,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Emarginula,Emarginula rosea conica,Emarginula rosea
2287,Mollusca,Gastropoda,Nudibranchia,Embletoniidae,Embletonia,Embletonia pulchra,Embletonia pulchra
2288,Arthropoda,Hexanauplia,Harpacticoida,Paramesochridae,Emertonia,Emertonia,Emertonia
2289,Arthropoda,Hexanauplia,Harpacticoida,Paramesochridae,Emertonia,Emertonia coelebs,Emertonia coelebs
3550,Arthropoda,Hexanauplia,Harpacticoida,Paramesochridae,Emertonia,Kliopsyllus constrictus constrictus,Emertonia constricta constricta
2290,Arthropoda,Hexanauplia,Harpacticoida,Paramesochridae,Emertonia,Emertonia holsatica holsatica,Emertonia holsatica holsatica
2291,Arthropoda,Hexanauplia,Harpacticoida,Paramesochridae,Emertonia,Emertonia paraholsatica,Emertonia paraholsatica
2292,Arthropoda,Hexanauplia,Harpacticoida,Paramesochridae,Emertonia,Emertonia perharidiensis,Emertonia perharidiensis
2293,Arthropoda,Insecta,Diptera,Empididae,,Empididae,Empididae
6329,Chordata,Actinopterygii,Gadiformes,Lotidae,Enchelyopus,Rhinonemus cimbrius,Enchelyopus cimbrius
2294,Annelida,Clitellata,Enchytraeida,,,ENCHYTRAEIDA,Enchytraeida
2295,Annelida,Clitellata,Enchytraeida,Enchytraeidae,,Enchytraeidae,Enchytraeidae
2296,Annelida,Clitellata,Enchytraeida,Enchytraeidae,,Enchytraeidae Grania,Enchytraeidae
2297,Arthropoda,Pycnogonida,Pantopoda,Endeidae,,Endeidae,Endeidae
2298,Arthropoda,Pycnogonida,Pantopoda,Endeidae,Endeis,Endeis,Endeis
2299,Arthropoda,Pycnogonida,Pantopoda,Endeidae,Endeis,Endeis charybdaea,Endeis charybdaea
2300,Arthropoda,Pycnogonida,Pantopoda,Endeidae,Endeis,Endeis spinosa,Endeis spinosa
2301,Arthropoda,Hexanauplia,Harpacticoida,Cletodidae,Enhydrosoma,Enhydrosoma,Enhydrosoma
2302,Arthropoda,Hexanauplia,Harpacticoida,Cletodidae,Enhydrosoma,Enhydrosoma gariene,Enhydrosoma gariene
2303,Annelida,Polychaeta,Phyllodocida,Polynoidae,Enipo,Enipo,Enipo
2304,Annelida,Polychaeta,Phyllodocida,Polynoidae,Enipo,Enipo elisabethae,Enipo elisabethae
2305,Annelida,Polychaeta,Phyllodocida,Polynoidae,Enipo,Enipo kinbergi,Enipo kinbergi
5901,Annelida,Polychaeta,Phyllodocida,Polynoidae,Enipo,Polynoe kinbergi,Enipo kinbergi
4867,Mollusca,Bivalvia,Nuculida,Nuculidae,Ennucula,Nuculoma,Ennucula
2306,Mollusca,Bivalvia,Nuculida,Nuculidae,Ennucula,Ennucula convexa,Ennucula convexa
2307,Mollusca,Bivalvia,Nuculida,Nuculidae,Ennucula,Ennucula corticata,Ennucula corticata
2308,Mollusca,Bivalvia,Nuculida,Nuculidae,Ennucula,Ennucula tenuis,Ennucula tenuis
4868,Mollusca,Bivalvia,Nuculida,Nuculidae,Ennucula,Nuculoma tenuis,Ennucula tenuis
2309,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrus,Enochrus,Enochrus
2310,Mollusca,Bivalvia,Adapedonta,Pharidae,Ensis,Ensis,Ensis
2316,Mollusca,Bivalvia,Adapedonta,Pharidae,Ensis,Ensis incomplete,Ensis
2313,Mollusca,Bivalvia,Adapedonta,Pharidae,Ensis,Ensis directus,Ensis directus
2314,Mollusca,Bivalvia,Adapedonta,Pharidae,Ensis,Ensis ensis,Ensis ensis
2315,Mollusca,Bivalvia,Adapedonta,Pharidae,Ensis,Ensis ensis ensis,Ensis ensis
2311,Mollusca,Bivalvia,Adapedonta,Pharidae,Ensis,Ensis americanus,Ensis leei
2317,Mollusca,Bivalvia,Adapedonta,Pharidae,Ensis,Ensis leei,Ensis leei
2312,Mollusca,Bivalvia,Adapedonta,Pharidae,Ensis,Ensis arcuatus,Ensis magnus
2318,Mollusca,Bivalvia,Adapedonta,Pharidae,Ensis,Ensis magnus,Ensis magnus
2319,Mollusca,Bivalvia,Adapedonta,Pharidae,Ensis,Ensis minor,Ensis minor
2320,Mollusca,Bivalvia,Adapedonta,Pharidae,Ensis,Ensis siliqua,Ensis siliqua
2321,Mollusca,Scaphopoda,Gadilida,Entalinidae,Entalina,Entalina tetragona,Entalina tetragona
2322,Bryozoa,Stenolaemata,Cyclostomatida,Annectocymidae,Entalophoroecia,Entalophoroecia deflexa,Entalophoroecia deflexa
2323,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Entelurus,Entelurus aequoreus,Entelurus aequoreus
2324,Arthropoda,Hexanauplia,Cyclopoida,Enteropsidae,Enterocola,Enterocola,Enterocola
2326,Hemichordata,Enteropneusta,,,,Enteropneusta,Enteropneusta
2327,Hemichordata,Enteropneusta,,,,ENTEROPNEUSTA,Enteropneusta
2328,Entoprocta,,,,,Entoprocta,Entoprocta
2329,Entoprocta,,,,,ENTOPROCTA,Entoprocta
2330,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Eocuma,Eocuma,Eocuma
2331,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Eocuma,Eocuma dimorphum,Eocuma dimorphum
2332,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Eocuma,Eocuma dolffusii,Eocuma dollfusi
2333,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Eocuma,Eocuma dollfusi,Eocuma dollfusi
2334,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Eocuma,Eocuma ferox,Eocuma ferox
2335,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Ephemera,Ephemera danica,Ephemera danica
2336,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,,Ephemeridae,Ephemeridae
2337,Arthropoda,Insecta,Ephemeroptera,,,Ephemeroptera,Ephemeroptera
2338,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Ephesiella,Ephesiella,Ephesiella
2339,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Ephesiella,Ephesiella abyssorum,Ephesiella abyssorum
2342,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Ephesiella,Ephesiella peripatus,Ephesiella abyssorum
2340,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Ephesiella,Ephesiella cantonei,Ephesiella cantonei
2341,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Ephesiella,Ephesiella macrocirris,Ephesiella macrocirris
2343,Porifera,Demospongiae,Spongillida,Spongillidae,Ephydatia,Ephydatia,Ephydatia
2344,Porifera,Demospongiae,Spongillida,Spongillidae,Ephydatia,Ephydatia fluviatilis,Ephydatia fluviatilis
2345,Arthropoda,Insecta,Diptera,Ephydridae,Ephydra,Ephydra riparia,Ephydra riparia
2346,Arthropoda,Insecta,Diptera,Ephydridae,,Ephydridae,Ephydridae
889,Annelida,Polychaeta,Phyllodocida,Syllidae,Epigamia,Autolytus alexandri,Epigamia alexandri
896,Annelida,Polychaeta,Phyllodocida,Syllidae,Epigamia,Autolytus longeferiens,Epigamia alexandri
2347,Annelida,Polychaeta,Phyllodocida,Syllidae,Epigamia,Epigamia alexandri,Epigamia alexandri
2348,Mollusca,Bivalvia,,Lasaeidae,Epilepton,Epilepton clarkiae,Epilepton clarkiae
2349,Arthropoda,Malacostraca,Cumacea,Leuconidae,Epileucon,Epileucon,Epileucon
2350,Arthropoda,Malacostraca,Cumacea,Leuconidae,Epileucon,Epileucon ensis,Epileucon
2351,Arthropoda,Malacostraca,Cumacea,Leuconidae,Epileucon,Epileucon pusillus,Epileucon
2352,Arthropoda,Malacostraca,Amphipoda,Epimeriidae,Epimeria,Epimeria,Epimeria
2353,Arthropoda,Malacostraca,Amphipoda,Epimeriidae,Epimeria,Epimeria cornigera,Epimeria (Epimeria) cornigera
2354,Arthropoda,Malacostraca,Amphipoda,Epimeriidae,Epimeria,Epimeria parasitica,Epimeria (Epimeria) parasitica
2355,Mollusca,Gastropoda,Neogastropoda,Mitridae,Episcomitra,Episcomitra cornicula,Episcomitra cornicula
2356,Bryozoa,Gymnolaemata,Cheilostomatida,Epistomiidae,Epistomia,Epistomia bursaria,Epistomia bursaria
2357,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,,Epitoniidae,Epitoniidae
2358,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium,Epitonium,Epitonium
2359,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium,Epitonium clathratulum,Epitonium clathratulum
2360,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium,Epitonium clathrus,Epitonium clathrus
2361,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium,Epitonium trevelyanum,Epitonium trevelyanum
2362,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium,Epitonium turtonis,Epitonium turtonis
2363,Cnidaria,Anthozoa,Zoantharia,Epizoanthidae,,Epizoanthidae,Epizoanthidae
2364,Cnidaria,Anthozoa,Zoantharia,Epizoanthidae,Epizoanthus,Epizoanthus,Epizoanthus
2365,Cnidaria,Anthozoa,Zoantharia,Epizoanthidae,Epizoanthus,Epizoanthus arenaceus,Epizoanthus arenaceus
2366,Cnidaria,Anthozoa,Zoantharia,Epizoanthidae,Epizoanthus,Epizoanthus couchii,Epizoanthus couchii
2367,Cnidaria,Anthozoa,Zoantharia,Epizoanthidae,Epizoanthus,Epizoanthus incrustatus,Epizoanthus papillosus
2368,Mollusca,Gastropoda,Littorinimorpha,Eratoidae,Erato,Erato voluta,Erato voluta
2369,Arthropoda,Hexanauplia,Cyclopoida,Ergasilidae,Ergasilus,Ergasilus,Ergasilus
2370,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,Ericthonius,Ericthonius
2374,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,Ericthoniusfemale,Ericthonius
2379,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,Ericthoniuss,Ericthonius
2371,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,Ericthonius brasiliensis,Ericthonius brasiliensis
2372,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,Ericthonius difformis,Ericthonius difformis
2373,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,Ericthonius fasciatus,Ericthonius fasciatus
2375,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,Ericthonius megalops,Ericthonius megalops
2376,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,Ericthonius punctatus,Ericthonius punctatus
2377,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,Ericthonius punctatus brasiliens,Ericthonius punctatus
2378,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ericthonius,Ericthonius rubricornis,Ericthonius rubricornis
2380,Annelida,Polychaeta,Phyllodocida,Syllidae,Erinaceusyllis,Erinaceusyllis,Erinaceusyllis
6784,Annelida,Polychaeta,Phyllodocida,Syllidae,Erinaceusyllis,Sphaerosyllis bidentata,Erinaceusyllis bidentata
2381,Annelida,Polychaeta,Phyllodocida,Syllidae,Erinaceusyllis,Erinaceusyllis erinaceus,Erinaceusyllis erinaceus
6788,Annelida,Polychaeta,Phyllodocida,Syllidae,Erinaceusyllis,Sphaerosyllis erinaceus,Erinaceusyllis erinaceus
2382,Arthropoda,Malacostraca,Decapoda,Varunidae,Eriocheir,Eriocheir sinensis,Eriocheir sinensis
2383,Arthropoda,Malacostraca,Amphipoda,Eriopisidae,Eriopisa,Eriopisa,Eriopisa
2384,Arthropoda,Malacostraca,Amphipoda,Eriopisidae,Eriopisa,Eriopisa elongata,Eriopisa elongata
2385,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,Erpobdella,Erpobdella
2386,Annelida,Clitellata,Arhynchobdellida,Erpobdellidae,Erpobdella,Erpobdella octoculata,Erpobdella octoculata
2387,Mollusca,Bivalvia,Cardiida,Semelidae,Ervilia,Ervilia castanea,Ervilia castanea
2389,Arthropoda,Malacostraca,Mysida,Mysidae,Erythrops,Erythrops,Erythrops
2390,Arthropoda,Malacostraca,Mysida,Mysidae,Erythrops,Erythrops elegans,Erythrops elegans
2391,Arthropoda,Malacostraca,Mysida,Mysidae,Erythrops,Erythrops erythrophthalmus,Erythrops erythrophthalmus
2392,Arthropoda,Malacostraca,Mysida,Mysidae,Erythrops,Erythrops glacialis,Erythrops glacialis
2393,Arthropoda,Malacostraca,Mysida,Mysidae,Erythrops,Erythrops serrata,Erythrops serratus
2394,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Escharella,Escharella,Escharella
2395,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Escharella,Escharella abyssicola,Escharella abyssicola
2396,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Escharella,Escharella immersa,Escharella immersa
2397,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Escharella,Escharella klugei,Escharella klugei
2398,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Escharella,Escharella labiosa,Escharella labiosa
2399,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Escharella,Escharella octodentata,Escharella octodentata
2400,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Escharella,Escharella variolosa,Escharella variolosa
2401,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Escharella,Escharella ventricosa,Escharella ventricosa
2402,Bryozoa,Gymnolaemata,Cheilostomatida,Escharellidae,,Escharellidae,Escharellidae
2403,Bryozoa,Gymnolaemata,Cheilostomatida,Escharinidae,Escharina,Escharina,Escharina
2406,Bryozoa,Gymnolaemata,Cheilostomatida,Escharinidae,Escharina,Escharina johnstoni,Escharina johnstoni
2407,Bryozoa,Gymnolaemata,Cheilostomatida,Escharinidae,Escharina,Escharina vulgaris,Escharina vulgaris
2408,Bryozoa,Gymnolaemata,Cheilostomatida,Exochellidae,Escharoides,Escharoides,Escharoides
2409,Bryozoa,Gymnolaemata,Cheilostomatida,Exochellidae,Escharoides,Escharoides bishopi,Escharoides bishopi
2410,Bryozoa,Gymnolaemata,Cheilostomatida,Exochellidae,Escharoides,Escharoides coccinea,Escharoides coccinea
2411,Bryozoa,Gymnolaemata,Cheilostomatida,Exochellidae,Escharoides,Escharoides mamillata,Escharoides mamillata
2413,Chordata,Actinopterygii,Esociformes,Esocidae,Esox,Esox lucius,Esox lucius
2415,Porifera,Demospongiae,Poecilosclerida,Esperiopsidae,Esperiopsis,Esperiopsis,Esperiopsis
2416,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,Eteone,Eteone
2429,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,Eteoninaes,Eteone
2417,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,Eteone barbata,Eteone barbata
2418,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,Eteone flava,Eteone flava
2419,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,Eteone flava longa,Eteone flava
2421,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,Eteone longa,Eteone longa
2422,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,Eteone longa agg,Eteone longa
2423,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,Eteone longa flava,Eteone longa
2424,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,Eteone longa FLAVA,Eteone longa
2426,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,Eteone spetsbergensis,Eteone spetsbergensis
2427,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,Eteone spetsbergensis spetsbergensis,Eteone spetsbergensis spetsbergensis
2428,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone,Eteone suecica,Eteone suecica
2430,Arthropoda,Malacostraca,Decapoda,Ethusidae,Ethusa,Ethusa mascarone,Ethusa mascarone
2431,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,Eualus,Eualus
7229,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,Thoralus,Eualus
2432,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,Eualus cranchii,Eualus cranchii
7230,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,Thoralus cranchii,Eualus cranchii
2433,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,Eualus gaimardii,Eualus gaimardii
2434,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,Eualus occulatus,Eualus occultus
2435,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,Eualus occultus,Eualus occultus
